firm_id,year,industry_type,firm_strategy,firm_size,firm_age,ceo_experience,ceo_tenure,prior_tech_adoption,tech_budget_pct,digital_transformation_program,market_conditions,revenue,revenue_growth,operating_costs,rd_spending,productivity_score,employee_satisfaction,customer_satisfaction,profit_margin,rd_intensity,large_firm,post_2020
8,2020,Real Estate,Operational Excellence,4440,17,5.606009311160376,2.3,0,0.038,1,-0.1,5877543.274682146,0.1706,3998483.49,223886.83,36.956276216606,3.7235716493715683,5.018736011018496,0.2741670939525968,0.0406415154273003,1,1
8,2021,Real Estate,Operational Excellence,4882,18,5.606009311160376,2.3,0,0.038,1,-0.032,4517999.554682145,-0.0134,2627665.23,334537.2,71.756276216606,5.003571649371568,3.688736011018496,0.3667173558968712,0.0806254161101249,1,1
8,2022,Real Estate,Operational Excellence,3570,19,5.606009311160376,2.3,0,0.038,1,0.006,10719299.334682146,0.2368,7662227.18,793710.26,49.15627621660599,3.5535716493715683,4.918736011018496,0.2597294622118056,0.0766827068964832,0,1
8,2023,Real Estate,Operational Excellence,4624,20,5.606009311160376,2.3,0,0.038,1,0.039,6204825.784682145,0.0543,3968599.19,126013.98,73.45627621660599,3.063571649371568,5.018736011018496,0.3199916272217122,0.0215921430672659,1,1
9,2018,Manufacturing,Cost Leadership,7557,4,14.606009311160376,4.7,1,0.105,0,-0.121,7596473.004682145,0.0198,5167603.23,238137.04,82.35627621660599,3.9935716493715683,3.668736011018496,0.2850329947188105,0.0329476004169396,1,0
9,2019,Manufacturing,Cost Leadership,7682,5,14.606009311160376,4.7,1,0.105,1,-0.073,11439792.844682146,0.3946,7809918.45,643727.26,62.256276216606,2.5235716493715685,3.938736011018496,0.2945651945664427,0.0581449879813248,1,0
9,2020,Manufacturing,Cost Leadership,7846,6,14.606009311160376,4.7,1,0.105,1,-0.201,10529681.994682146,0.2132,6470752.67,253334.0,86.45627621660599,5.033571649371568,4.098736011018496,0.3631750439303734,0.0249320939384541,1,1
9,2021,Manufacturing,Cost Leadership,6979,7,14.606009311160376,4.7,1,0.105,1,-0.047,15100811.094682146,0.2338,10057194.16,204386.4,56.256276216606,4.723571649371569,3.748736011018496,0.3173273427603093,0.0138735520635165,1,1
9,2022,Manufacturing,Cost Leadership,9370,8,14.606009311160376,4.7,1,0.105,1,0.239,22655892.174682144,0.213,17670361.37,1277198.69,14.456276216605996,3.5735716493715683,4.068736011018496,0.2071509518417403,0.0573064548297619,1,1
9,2023,Manufacturing,Cost Leadership,8204,9,14.606009311160376,4.7,1,0.105,1,0.07,18790522.124682147,0.1604,12152772.3,2022524.13,60.056276216605994,5.033571649371568,3.558736011018496,0.3403048313233864,0.1097897141619999,1,1
10,2018,Manufacturing,Customer Intimacy,12545,5,2.9060093111603758,2.9,1,0.107,0,-0.106,11025189.964682145,0.1694,7818308.14,781353.28,30.056276216605998,1.2635716493715683,3.5287360110184958,0.2663321061474442,0.073321977725527,1,0
10,2019,Manufacturing,Customer Intimacy,11336,6,2.9060093111603758,2.9,1,0.107,0,0.02,14316774.634682145,0.1419,10597942.31,231408.4,38.556276216605994,2.5535716493715683,4.138736011018496,0.2401847867465727,0.0165907322055081,1,0
10,2020,Manufacturing,Customer Intimacy,10771,7,2.9060093111603758,2.9,1,0.107,1,-0.153,10943923.564682145,0.0304,8051914.31,386627.51,70.15627621660599,4.383571649371568,4.418736011018496,0.2386041496780221,0.0365598254527772,1,1
10,2021,Manufacturing,Customer Intimacy,12999,8,2.9060093111603758,2.9,1,0.107,1,-0.119,21825064.964682147,0.2792,16000678.11,1980523.1,64.256276216606,4.0235716493715685,4.278736011018496,0.2542681477317575,0.0923047854390617,1,1
10,2022,Manufacturing,Customer Intimacy,12673,9,2.9060093111603758,2.9,1,0.107,1,0.147,41032142.87468214,0.3101,31797864.95,1722693.61,61.456276216605985,4.123571649371568,3.918736011018496,0.2180228679439244,0.042364699978359,1,1
10,2023,Manufacturing,Customer Intimacy,12862,10,2.9060093111603758,2.9,1,0.107,1,-0.013,24481045.114682145,0.1614,15865361.14,739856.31,42.056276216605994,4.703571649371568,4.988736011018496,0.3420226950139011,0.0306837428177673,1,1
11,2018,Energy,Innovation Focus,130,25,17.20600931116038,6.1,0,0.053,0,0.212,508662.56468214525,0.0209,104355.18,1924.73,19.456276216605996,3.1735716493715684,3.398736011018496,0.2542873313029423,0.0137539463285031,0,0
11,2019,Energy,Innovation Focus,150,26,17.20600931116038,6.1,0,0.053,0,-0.11,494516.56468214525,0.2537,88694.57,7390.6,37.35627621660599,3.643571649371568,2.448736011018496,0.2949232158557389,0.0587515163656194,0,0
11,2020,Energy,Innovation Focus,153,27,17.20600931116038,6.1,0,0.053,1,-0.151,437054.7646821452,-0.1568,46515.76,4525.65,79.056276216606,4.313571649371569,2.958736011018496,0.3192722632309123,0.0662299289941521,0,1
11,2021,Energy,Innovation Focus,157,28,17.20600931116038,6.1,0,0.053,1,-0.075,523293.2646821452,0.1388,110607.41,3506.27,64.95627621660599,4.453571649371568,4.508736011018496,0.2844228117970458,0.0226838945752402,0,1
11,2022,Energy,Innovation Focus,179,29,17.20600931116038,6.1,0,0.053,1,-0.06,527903.7846821452,0.1103,133512.43,3573.59,58.056276216605994,3.9935716493715683,5.018736011018496,0.1612561943473052,0.0224497934495118,0,1
11,2023,Energy,Innovation Focus,159,30,17.20600931116038,6.1,0,0.053,1,0.036,492546.4746821452,0.0118,98813.86,9099.7,87.556276216606,4.2335716493715685,5.018736011018496,0.2019820695662581,0.0734889190804601,0,1
12,2018,Real Estate,Differentiation,15937,26,3.9060093111603758,10.0,0,0.093,1,-0.174,13344867.194682145,0.0755,9018748.27,674506.3,55.35627621660599,2.853571649371568,4.238736011018496,0.3049747526592611,0.0519804848694803,1,0
12,2019,Real Estate,Differentiation,15417,27,3.9060093111603758,10.0,0,0.093,1,-0.054,16474909.024682146,0.1009,12322528.09,1574067.89,74.056276216606,3.8835716493715684,4.228736011018496,0.2349195777916062,0.0977306375015027,1,0
12,2020,Real Estate,Differentiation,19071,28,3.9060093111603758,10.0,0,0.093,1,-0.284,14707340.994682146,0.1194,10744136.31,1057022.34,67.056276216606,4.623571649371568,4.558736011018496,0.2506853981372681,0.0737185615487703,1,1
12,2021,Real Estate,Differentiation,15159,29,3.9060093111603758,10.0,0,0.093,1,0.144,21964068.444682144,0.0784,16966666.4,315668.31,72.65627621660599,4.583571649371568,3.708736011018496,0.2143369067970963,0.0146174230702581,1,1
12,2022,Real Estate,Differentiation,17284,30,3.9060093111603758,10.0,0,0.093,1,0.047,28653707.474682145,0.1452,19787310.79,1083928.96,45.65627621660599,4.493571649371568,5.018736011018496,0.3004305742765158,0.0383217087010868,1,1
12,2023,Real Estate,Differentiation,17303,31,3.9060093111603758,10.0,0,0.093,1,-0.006,35660235.64468215,0.1793,25297702.79,1361815.57,85.756276216606,4.403571649371568,3.138736011018496,0.2831788597646669,0.0385876218793868,1,1
13,2018,Technology,Operational Excellence,373,26,2.706009311160376,2.4,0,0.141,0,0.005,781390.0646821453,0.1891,321075.01,5803.01,63.15627621660599,2.913571649371568,4.138736011018496,0.2219526510070936,0.014062186112458,0,0
13,2019,Technology,Operational Excellence,391,27,2.706009311160376,2.4,0,0.141,0,-0.043,758556.7146821453,0.0333,332394.93,5948.67,63.15627621660599,3.1835716493715682,3.818736011018496,0.1473431471598128,0.0152594813668934,0,0
13,2020,Technology,Operational Excellence,412,28,2.706009311160376,2.4,0,0.141,0,0.049,766635.2046821453,-0.0317,296257.01,14661.44,39.756276216606,2.4435716493715685,3.438736011018496,0.2554726055082817,0.036845858002471,0,1
13,2021,Technology,Operational Excellence,422,29,2.706009311160376,2.4,0,0.141,0,-0.02,753726.1446821452,-0.0057,289662.04,22324.01,69.556276216606,3.563571649371568,4.078736011018496,0.2476384517575387,0.0579838722622411,0,1
13,2022,Technology,Operational Excellence,406,30,2.706009311160376,2.4,0,0.141,1,-0.172,754117.2346821453,0.0356,275140.93,12702.05,60.35627621660599,3.5335716493715683,5.018736011018496,0.2860804556116691,0.032958534191179,0,1
13,2023,Technology,Operational Excellence,439,31,2.706009311160376,2.4,0,0.141,1,-0.065,1060526.1346821452,0.1215,445759.52,35081.11,43.756276216606,2.4235716493715684,4.888736011018496,0.3556561277484799,0.0507096253609603,0,1
14,2018,Manufacturing,Operational Excellence,3658,33,7.006009311160376,2.0,0,0.135,0,-0.115,3609475.6146821454,-0.0514,2678647.11,207924.67,54.056276216605994,4.103571649371569,4.158736011018496,0.1734492251145625,0.0641593648019947,0,0
14,2019,Manufacturing,Operational Excellence,3938,34,7.006009311160376,2.0,0,0.135,0,0.028,4861796.724682146,0.1935,3220911.47,182934.62,73.95627621660599,1.5435716493715683,4.078736011018496,0.2831386235949142,0.0407147991203065,1,0
14,2020,Manufacturing,Operational Excellence,3725,35,7.006009311160376,2.0,0,0.135,1,-0.148,2675935.4746821453,-0.1446,1594665.3,73462.54,95.45627621660599,3.2435716493715683,4.278736011018496,0.3088348479434567,0.0318403790623398,1,1
14,2021,Manufacturing,Operational Excellence,3967,36,7.006009311160376,2.0,0,0.135,1,0.015,7101509.214682145,0.2102,5397001.79,270171.95,58.15627621660599,3.3035716493715683,3.618736011018496,0.1984000221245678,0.0401278038380199,1,1
14,2022,Manufacturing,Operational Excellence,5072,37,7.006009311160376,2.0,0,0.135,1,0.132,7046836.294682145,0.125,4786660.07,648054.44,76.556276216606,3.6335716493715684,4.698736011018496,0.2832317447450315,0.0970415369957607,1,1
14,2023,Manufacturing,Operational Excellence,4018,38,7.006009311160376,2.0,0,0.135,1,-0.035,2176619.584682145,-0.1262,1406365.1,127863.31,91.85627621660599,3.2235716493715683,3.758736011018496,0.2220989752946242,0.070724877822424,1,1
15,2018,Real Estate,Customer Intimacy,8529,38,4.206009311160376,3.2,1,0.132,0,-0.008,7213121.034682145,-0.0164,5850354.48,190112.86,58.256276216606,4.473571649371569,3.858736011018496,0.1452347003626543,0.0277764153092502,1,0
15,2019,Real Estate,Customer Intimacy,9771,39,4.206009311160376,3.2,1,0.132,0,0.068,7928981.534682145,0.0245,5536826.6,488477.31,65.756276216606,4.013571649371568,2.808736011018496,0.2676406356582614,0.064611185809388,1,0
15,2020,Real Estate,Customer Intimacy,9282,40,4.206009311160376,3.2,1,0.132,1,-0.192,6948768.084682145,0.063,4140604.18,443567.26,82.15627621660599,2.643571649371568,3.608736011018496,0.3707332203764687,0.0674109692964261,1,1
15,2021,Real Estate,Customer Intimacy,9492,41,4.206009311160376,3.2,1,0.132,1,-0.116,10982670.974682145,0.1841,8346760.0,879321.58,43.35627621660599,4.583571649371568,5.018736011018496,0.2136046341758196,0.0828458486384173,1,1
15,2022,Real Estate,Customer Intimacy,9150,42,4.206009311160376,3.2,1,0.132,1,0.02,12300555.024682146,0.1284,9433185.99,312856.29,42.85627621660599,3.2635716493715683,4.018736011018496,0.209410133480702,0.0262203048697466,1,1
15,2023,Real Estate,Customer Intimacy,10869,43,4.206009311160376,3.2,1,0.132,1,-0.096,15962636.384682145,0.1948,11021479.27,689832.26,54.056276216605994,4.163571649371568,3.328736011018496,0.29321918436485,0.0442372748185769,1,1
16,2018,Transportation,Innovation Focus,2061,30,7.406009311160376,5.7,0,0.052,0,0.05,2215373.6746821455,0.0147,1482194.72,57531.32,56.556276216605994,3.7435716493715683,4.408736011018496,0.1973608054895864,0.0311544034807524,0,0
16,2019,Transportation,Innovation Focus,1998,31,7.406009311160376,5.7,0,0.052,0,-0.018,1954957.3346821452,-0.0595,1270242.19,93403.86,32.256276216606,3.9635716493715685,4.828736011018496,0.1992093138635066,0.0588840000167188,0,0
16,2020,Transportation,Innovation Focus,2472,32,7.406009311160376,5.7,0,0.052,0,-0.058,2404194.644682145,0.1101,1463916.86,132169.7,35.756276216606,4.123571649371568,3.638736011018496,0.2807974471654312,0.0649331859238093,0,1
16,2021,Transportation,Innovation Focus,2101,33,7.406009311160376,5.7,0,0.052,0,0.195,3802459.3846821454,0.1783,2790551.6,95352.85,35.256276216606,3.643571649371568,3.948736011018496,0.1873135351524386,0.0277694096678376,0,1
16,2022,Transportation,Innovation Focus,2397,34,7.406009311160376,5.7,0,0.052,1,0.072,5087089.124682145,0.2531,3509430.62,272744.94,46.056276216605994,3.393571649371568,4.408736011018496,0.2562191964916266,0.0578049468964977,0,1
16,2023,Transportation,Innovation Focus,2317,35,7.406009311160376,5.7,0,0.052,1,0.085,2279346.084682145,0.0009,1303402.88,156407.55,62.456276216605985,3.583571649371568,3.838736011018496,0.317812886778146,0.0818620371781001,0,1
17,2018,Transportation,Cost Leadership,1138,27,4.406009311160376,3.8,0,0.057,0,0.01,1273438.2446821453,-0.018,762211.07,40659.07,62.256276216606,3.7035716493715682,3.428736011018496,0.1575133289359307,0.0449412582434167,0,0
17,2019,Transportation,Cost Leadership,1263,28,4.406009311160376,3.8,0,0.057,0,0.092,1591833.5946821452,0.2137,929290.74,94970.22,26.456276216605996,3.373571649371568,3.648736011018496,0.2402238511046947,0.0776464295892369,0,0
17,2020,Transportation,Cost Leadership,1334,29,4.406009311160376,3.8,0,0.057,0,-0.135,1266454.8746821452,0.0774,644280.22,10076.11,71.15627621660599,4.583571649371568,3.358736011018496,0.2823249544566454,0.0112239557861171,0,1
17,2021,Transportation,Cost Leadership,1288,30,4.406009311160376,3.8,0,0.057,0,0.069,1207493.5446821454,-0.0507,669184.42,16493.34,26.256276216605993,3.5535716493715683,3.858736011018496,0.2021847722521892,0.0196636942151493,0,1
17,2022,Transportation,Cost Leadership,1504,31,4.406009311160376,3.8,0,0.057,0,-0.024,1455808.7246821453,0.0511,879970.63,54802.23,39.256276216606,4.913571649371568,3.488736011018496,0.1905237133138163,0.0504120298225432,0,1
17,2023,Transportation,Cost Leadership,1242,32,4.406009311160376,3.8,0,0.057,0,0.11,2045324.7346821453,0.101,1247707.09,39210.18,53.456276216606,3.2135716493715685,3.658736011018496,0.2558121637392174,0.0233866900713017,0,1
18,2018,Manufacturing,Differentiation,2716,37,6.306009311160376,1.1,0,0.102,0,-0.001,3004066.4646821455,0.0714,2071302.07,130863.25,56.756276216606,3.6335716493715684,3.878736011018496,0.2140297466277743,0.0496569878673528,0,0
18,2019,Manufacturing,Differentiation,2531,38,6.306009311160376,1.1,0,0.102,1,-0.162,2726069.8846821454,0.1112,1746007.44,158134.86,65.556276216606,5.033571649371568,3.638736011018496,0.2593338804793618,0.0670816918839357,0,0
18,2020,Manufacturing,Differentiation,2549,39,6.306009311160376,1.1,0,0.102,1,-0.256,3104349.894682145,0.1869,1811951.06,225419.8,47.15627621660599,4.033571649371568,4.398736011018496,0.33764701512563,0.0824014956451326,0,1
18,2021,Manufacturing,Differentiation,2644,40,6.306009311160376,1.1,0,0.102,1,-0.058,4934803.284682145,0.2465,2998220.69,363112.24,73.756276216606,3.103571649371568,3.118736011018496,0.3433711003965299,0.0795238293761994,0,1
18,2022,Manufacturing,Differentiation,2664,41,6.306009311160376,1.1,0,0.102,1,-0.048,4640634.424682145,0.1536,3004073.82,259780.28,38.456276216606,4.4835716493715685,4.598736011018496,0.2967847236068806,0.0608112424486565,0,1
18,2023,Manufacturing,Differentiation,2948,42,6.306009311160376,1.1,0,0.102,1,0.036,5862477.774682146,0.1539,4364127.22,322685.67,49.456276216606,4.623571649371568,4.138736011018496,0.2056204009271684,0.0587368104179941,0,1
19,2018,Technology,Customer Intimacy,58510,35,2.806009311160376,2.8,0,0.124,1,0.003,55166333.42468215,0.3852,36383799.09,2925303.91,42.65627621660599,3.0935716493715684,4.7887360110184956,0.336033115564801,0.0533837854135096,1,0
19,2019,Technology,Customer Intimacy,62703,36,2.806009311160376,2.8,0,0.124,1,0.05,45200043.03468215,-0.2264,34490570.46,870785.75,59.65627621660599,4.543571649371568,5.018736011018496,0.2306590583426593,0.0194236024499431,1,0
19,2020,Technology,Customer Intimacy,60297,37,2.806009311160376,2.8,0,0.124,1,-0.144,45556393.73468214,-0.0341,29014582.51,2630992.31,72.85627621660599,4.153571649371568,4.948736011018496,0.3579093228233326,0.0582236754015766,1,1
19,2021,Technology,Customer Intimacy,62690,38,2.806009311160376,2.8,0,0.124,1,0.103,121628676.50468214,0.2412,81485706.51,6542761.13,79.85627621660599,4.003571649371568,4.568736011018496,0.3280081038467065,0.0539564869243319,1,1
19,2022,Technology,Customer Intimacy,64129,39,2.806009311160376,2.8,0,0.124,1,0.117,295702376.84468216,0.4762,239388237.29,8043579.94,59.35627621660599,2.893571649371568,4.228736011018496,0.1894312291922986,0.0272355683749029,1,1
19,2023,Technology,Customer Intimacy,57568,40,2.806009311160376,2.8,0,0.124,1,-0.205,126494285.98468214,0.2343,85449016.79,1799064.42,62.056276216605994,2.9835716493715685,5.018736011018496,0.3225083453545799,0.0142640743744888,1,1
20,2018,Retail,Innovation Focus,149,23,16.506009311160376,2.5,0,0.025,0,0.03,541540.2246821453,0.0869,129658.19,12727.52,43.256276216606,4.593571649371568,3.498736011018496,0.249740796466291,0.0736470177330051,0,0
20,2019,Retail,Innovation Focus,160,24,16.506009311160376,2.5,0,0.025,0,-0.001,557485.6446821452,0.1316,153181.49,10674.76,44.65627621660599,2.163571649371568,4.218736011018496,0.1884995323242953,0.0565510410711235,0,0
